film_id,title,year,person_id,person_name,role,characters
BHFZ,Gandharva Kanya,1957,d-shankar-singh,D. Shankar Singh,director,
IJI,Kutumba Gauravam,1957,b-s-ranga,B.S. Ranga,director,
IJQ,M L A,1957,k-b-tilak,K.B. Tilak,director,
IKE,Mayabazaar,1957,kadiri-venkata-reddi,Kadiri Venkata Reddi,director,
IKZ,Nala Damayanti,1957,kemparaj-urs,Kemparaj Urs,director,
ILU,Panduranga Mahathyam,1957,kamalakara-kameshwara-rao,Kamalakara Kameshwara Rao,director,
BHZL,Parasakthi,1957,krishnan-panju,Krishnan-Panju,director,
IMG,Peddarikalu,1957,tapi-chanakya,Tapi Chanakya,director,
IMK,Preme Dhaivam,1957,r-nagendra-rao,R. Nagendra Rao,director,
BDKK,Rajaputhri Rahasyamu,1957,p-neelakantan,P. Neelakantan,director,
BFJF,Rani Rangamma,1957,t-r-raghunath,T.R. Raghunath,director,
BGHC,Ratnagiri Rahasyam,1957,b-r-panthulu,B.R. Panthulu,director,
INC,Repu Needhe,1957,kovelamudi-bhaskar-rao,Kovelamudi Bhaskar Rao,director,
INH,Sankalpam,1957,c-v-ranganatha-das,C.V. Ranganatha Das,director,
INJ,Sarangadhara,1957,v-s-raghavan,V.S. Raghavan,director,
INJ,Sarangadhara,1957,k-s-ramachandra-rao,K.S. Ramachandra Rao,director,
INK,Sathi Anasuya,1957,kadaru-nagabhushanam,Kadaru Nagabhushanam,director,
ALAK,Sathi Savithri,1957,kadaru-nagabhushanam,Kadaru Nagabhushanam,director,
ALAM,Suvarna Sundari,1957,vedantam-raghavaiah,Vedantam Raghavaiah,director,
IOE,Swayam Prabha,1957,sobhanadri-rao,Sobhanadri Rao,director,
BNAA,Taming the Sutlaj,1957,ravi-prakash,Ravi Prakash,director,
IOQ,Thalavanchani Veerudu,1957,p-pullaiah,P. Pullaiah,director,
IOK,Thodikodallu,1957,adurthi-subbarao,Adurthi Subbarao,director,
BGHJ,Town Bus,1957,k-somu,K. Somu,director,
IOP,Vaddante Pelli,1957,b-vittalacharya,B. Vittalacharya,director,
IOS,Varudu Kavali,1957,p-ramakrishna,P. Ramakrishna,director,
IOT,Veera Kankanam,1957,g-r-rao,G.R. Rao,director,
BHPI,Veguchukka,1957,raghunath,Raghunath,director,
IOU,Vinayaka Chavithi,1957,samudrala-raghavacharya,Samudrala Raghavacharya,director,
IOZ,Aada Pethanam,1958,adurthi-subbarao,Adurthi Subbarao,director,
IPK,Anna Thammudu,1958,c-s-rao,C.S. Rao,director,
IPO,Atta Okinti Kodaley,1958,k-b-tilak,K.B. Tilak,director,
IWT,Badi Panthulu,1958,b-r-panthulu,B.R. Panthulu,director,
ALAR,Bhookailas,1958,k-shankar,K. Shankar,director,
ALAS,Bhuloka Rambha,1958,d-yoganand,D. Yoganand,director,
IQF,Bommalapelli,1958,r-m-krishnaswamy,R.M Krishnaswamy,director,
ALAV,Chenchulakshmi,1958,b-a-subbarao,B.A. Subbarao,director,
IRG,Dongalunnaru Jagratha,1958,bhimavarapu-narasimha-rao,Bhimavarapu Narasimha Rao,director,
IRN,Ganga Gouri Samvadam,1958,v-n-reddy,V.N. Reddy,director,
ISD,Inti Guttu,1958,vedantam-raghavaiah,Vedantam Raghavaiah,director,
ISS,Karthavarayuni Katha,1958,t-r-ramanna,T.R. Ramanna,director,
BDSI,Kondaveeti Donga,1958,m-a-thirumugham,M.A. Thirumugham,director,
BJVS,Mahadevi,1958,sundarrao-nadkarni,Sundarrao Nadkarni,director,
ITK,Manchi Manasuku Manchi Rojulu,1958,c-s-rao,C.S. Rao,director,
IUI,Mundhadugu,1958,krishna-rao,Krishna Rao,director,
IVC,Parvathi Kalyanam,1958,kovelamudi-bhaskar-rao,Kovelamudi Bhaskar Rao,director,
BHCQ,Pathi Bhakthi,1958,a-bhimsingh,A. Bhimsingh,director,
IVG,Pellinati Pramanalu,1958,kadiri-venkata-reddi,Kadiri Venkata Reddi,director,
BFDH,Puli Chesina Pelli,1958,p-bhaskaran,P. Bhaskaran,director,
IWA,Rajanandini,1958,vedantam-raghavaiah,Vedantam Raghavaiah,director,
BGUI,Samrat Vikramarka,1958,p-s-kotnis,P.S. Kotnis,director,
IWZ,Sobha,1958,kamalakara-kameshwara-rao,Kamalakara Kameshwara Rao,director,
IXB,Sri Krishna Garadi,1958,y-v-rao,Y.V. Rao,director,
BIKP,Sri Krishna Leelalu,1958,kundan-kumar,Kundan Kumar,director,
IXC,Sri Krishna Maya,1958,c-s-rao,C.S. Rao,director,
BIQY,Sri Rama Bhaktha Hanuman,1958,babubhai-mistri,Babubhai Mistri,director,
IXD,Sri Ramanjaneya Yuddham,1958,acharya,Acharya,director,
BEJQ,Uttama Illalu,1958,a-s-a-swamy,A.S.A. Swamy,director,
BJCJ,Veera Kadgamu,1958,t-r-ramanna,T.R. Ramanna,director,
BDCP,Veera Pratap,1958,tatineni-prakash-rao,Tatineni Prakash Rao,director,
BDJR,Vijayakota Veerudu,1958,s-s-vasan,S.S. Vasan,director,
IRK,Yethuku Pai Yethu,1958,tapi-chanakya,Tapi Chanakya,director,
IEY,Aalu Magalu,1959,krishna-rao,Krishna Rao,director,
BDLN,Anaganaga Oka Raju,1959,m-g-ramachandran,M.G. Ramachandran,director,
BICU,Antha Peddale,1959,s-a-murugesh,S.A. Murugesh,director,
IPN,Appu Chesi Pappu Koodu,1959,l-v-prasad,L.V. Prasad,director,
IZN,Balanagamma,1959,vedantam-raghavaiah,Vedantam Raghavaiah,director,
ALBV,Banda Ramudu,1959,p-pullaiah,P. Pullaiah,director,
IZY,Bhagya Devatha,1959,tapi-chanakya,Tapi Chanakya,director,
JAA,Bhaktha Ambareesha,1959,bolla-subbarao,Bolla Subbarao,director,
BIDK,Chevilo Rahasyam,1959,p-sridhar-rao,P. Sridhar Rao,director,
JBA,Daivabalam,1959,vasantkumar-reddy,Vasantkumar Reddy,director,
BCDC,Gandhari Garvabangam,1959,raja-tagore,Raja Tagore,director,
BECX,Goppinti Ammayi,1959,a-bhimsingh,A. Bhimsingh,director,
BHBM,Hanuman Pathala Vijayam,1959,babubhai-mistri,Babubhai Mistri,director,
BFBS,Illali Adrustame Intiki Bhagyamu,1959,t-s-dorai-rajan,T.S. Dorai Rajan,director,
JCE,Illarikam,1959,tatineni-prakash-rao,Tatineni Prakash Rao,director,
JCS,Jaya Vijaya,1959,b-vittalacharya,B. Vittalacharya,director,
JCR,Jayabheri,1959,p-pullaiah,P. Pullaiah,director,
BJUF,Jimbo,1959,homi-wadia,Homi Wadia,director,
JDP,Krishna Leelalu,1959,jampana-chandrasekhar-rao,Jampana Chandrasekhar Rao,director,
JDO,Kuthuru Kapuram,1959,shoban-rao,Shoban Rao,director,
JDX,Maa Inti Mahalakshmi,1959,ramineedu-gutha,Ramineedu Gutha,director,
BJVV,Mahishasura Mardhini,1959,b-s-ranga,B.S. Ranga,director,
JEO,Mangalya Balam,1959,adurthi-subbarao,Adurthi Subbarao,director,
JEQ,Manorama,1959,kamal-ghosh,Kamal Ghosh,director,
BEYV,Manthravadhi,1959,p-subramanyam,P. Subramanyam,director,
JGA,Pelli Meedha Pelli,1959,b-vittalacharya,B. Vittalacharya,director,
JGB,Pelli Sandadi,1959,d-yoganand,D. Yoganand,director,
ALCL,Raja MalayaSimha,1959,b-s-ranga,B.S. Ranga,director,
JGT,Rechukka Pagatichukka,1959,kamalakara-kameshwara-rao,Kamalakara Kameshwara Rao,director,
JHI,Sabhash Pilla,1959,b-r-panthulu,B.R. Panthulu,director,
ALCP,Sabhash Ramudu,1959,c-s-rao,C.S. Rao,director,
BKAE,Sampurna Ramayanam,1959,k-somu,K. Somu,director,
JHD,Sathi Sukanya,1959,chandra-mohan,Chandra Mohan,director,
JHE,Sathi Tulasi,1959,v-madhusudhana-rao,V. Madhusudhana Rao,director,
JHQ,Sipayi Kuthuru,1959,p-chengaiah,P. Chengaiah,director,
INO,Sowbhagyavathi,1959,jampana-chandrasekhar-rao,Jampana Chandrasekhar Rao,director,
BITI,Sthree Sapadham,1959,t-r-raghunath,T.R. Raghunath,director,
JIN,Vachina Kodalu Nachindi,1959,d-yoganand,D. Yoganand,director,
JIR,Veera Bhaskarudu,1959,kadaru-nagabhushanam,Kadaru Nagabhushanam,director,
BGRY,Veera Ghatothkacha or Vatsala Kalyanam,1959,babubhai-mistri,Babubhai Mistri,director,
BCDF,Veera Pandya Kattabrahmana,1959,b-r-panthulu,B.R. Panthulu,director,
BGZA,Veera Simha,1959,v-n-reddy,V.N. Reddy,director,
JJC,Abhimanam,1960,c-s-rao,C.S. Rao,director,
JJN,Anna Chellelu,1960,b-vittalacharya,B. Vittalacharya,director,
JJO,Annapurna,1960,v-madhusudhana-rao,V. Madhusudhana Rao,director,
BFEF,Baghdad Gajadonga,1960,t-p-sundaram,T.P. Sundaram,director,
JKN,Bhaktha Raghunath,1960,aamancharla-seshagiri-rao,Aamancharla Seshagiri Rao,director,
JKN,Bhaktha Raghunath,1960,samudrala-raghavacharya,Samudrala Raghavacharya,director,
JKO,Bhaktha Sabari,1960,chitrapu-narayanamurthy,Chitrapu Narayanamurthy,director,
BIVW,Bhaktha Vijayam,1960,aroor-pattabhi,Aroor Pattabhi,director,
JKQ,Bhatti Vikramarka,1960,jampana-chandrasekhar-rao,Jampana Chandrasekhar Rao,director,
JLH,Chivaraku Migiledi,1960,ramineedu-gutha,Ramineedu Gutha,director,
JLN,Deepavali,1960,s-rajanikanth,S. Rajanikanth,director,
BHZD,Desinguraju Katha,1960,t-r-raghunath,T.R. Raghunath,director,
ALDF,Devanthakudu,1960,c-pullaiah,C. Pullaiah,director,
JLT,Dharmame Jayam,1960,kadaru-nagabhushanam,Kadaru Nagabhushanam,director,
JNG,Jagannatakam,1960,sobhanadri-rao,Sobhanadri Rao,director,
JNH,Jalsarayudu,1960,tapi-chanakya,Tapi Chanakya,director,
BJUI,Jungle Rani,1960,p-subramanyam,P. Subramanyam,director,
JNM,Kadeddullu Ekaram Nela,1960,jampana-chandrasekhar-rao,Jampana Chandrasekhar Rao,director,
BJUO,Kalanthakudu,1960,t-p-sundaram,T.P. Sundaram,director,
BDMW,Kalyani,1960,p-neelakantan,P. Neelakantan,director,
JNU,Kanakadurga Pooja Mahima,1960,b-vittalacharya,B. Vittalacharya,director,
BJUR,Kanna Kuthuru,1960,d-yoganand,D. Yoganand,director,
BISW,Karmika Vijayam,1960,m-a-thirumugham,M.A. Thirumugham,director,
BFAA,Kotha Dari,1960,k-subramanyam,K. Subramanyam,director,
JOE,Kuladaivam,1960,g-kabirdas,G. Kabirdas,director,
JOF,Kumkuma Rekha,1960,tapi-chanakya,Tapi Chanakya,director,
JOQ,Maa Babu,1960,tatineni-prakash-rao,Tatineni Prakash Rao,director,
JYP,Maavoori Ammayi,1960,a-bhimsingh,A. Bhimsingh,director,
JOR,Magavari Mayalu,1960,sobhanadri-rao,Sobhanadri Rao,director,
JOS,Mahakavi Kalidasu,1960,kamalakara-kameshwara-rao,Kamalakara Kameshwara Rao,director,
BHRN,Maharadhi Karna,1960,bhalji-pendharkar,Bhalji Pendharkar,director,
JOV,Mamaku Thagga Alludu,1960,vedantam-raghavaiah,Vedantam Raghavaiah,director,
NLT,Manasichina Maguva,1960,a-bhimsingh,A. Bhimsingh,director,
JOW,Mangalyam,1960,b-s-narayana,B.S. Narayana,director,
JPN,Mugguru Veerulu,1960,joseph-thaliyath,Joseph Thaliyath,director,
BJWW,Naga Mohini,1960,vinod-desai,Vinod Desai,director,
JPU,Namminabantu,1960,adurthi-subbarao,Adurthi Subbarao,director,
JPX,Nityakalyanam Patcha Thoranam,1960,s-r-pinisetty,S.R. Pinisetty,director,
LGR,Pathivratha,1960,chitrapu-narayanamurthy,Chitrapu Narayanamurthy,director,
JQK,Pelli Kanuka,1960,c-v-sridhar,C.V. Sridhar,director,
ALDN,Pillalu Thechina Challani Rajyam,1960,b-r-panthulu,B.R. Panthulu,director,
ALCK,Raja Makutam,1960,b-n-reddi,B.N. Reddi,director,
JJU,Ramaa Sundari,1960,hunsur-krishnamurthy,Hunsur Krishnamurthy,director,
JRC,Rani Rathna Prabha,1960,b-a-subbarao,B.A. Subbarao,director,
JRE,Renukadevi Mahathyam,1960,k-s-prakash-rao,K.S. Prakash Rao,director,
JRJ,Runanubandham,1960,vedantam-raghavaiah,Vedantam Raghavaiah,director,
JRK,Sahasra Sirachedha Apoorva Chinthamani,1960,s-d-lal,S.D. Lal,director,
JRP,Samajam,1960,addala-narayana-rao,Addala Narayana Rao,director,
BEII,Sanchari,1960,n-c-rajan,N.C. Rajan,director,
JRY,Santi Nivasam,1960,c-s-rao,C.S. Rao,director,
BERL,Sri Krishna Pandava Yuddam,1960,datta-dharmadhikari,Datta Dharmadhikari,director,
BCDE,Sri Krishna Rayabharamu,1960,s-jagannath,S. Jagannath,director,
JSF,Sri Venkateswara Mahatyam,1960,p-pullaiah,P. Pullaiah,director,
BJEM,Veera Jaggadu,1960,chandrakant,Chandrakant,director,
JTM,Vimala,1960,s-m-sriramulu-naidu,S.M. Sriramulu Naidu,director,
BDHZ,Zimbo Nagara Pravesam,1960,nanabhai-bhatt,Nanabhai Bhatt,director,
BJNZ,Amulya Kanuka,1961,t-janakiram,T. Janakiram,director,
BIOJ,Anumanam,1961,krishnan-panju,Krishnan-Panju,director,
BJDY,Arabhi Veerudu Jabak,1961,homi-wadia,Homi Wadia,director,
ALDR,Batasari,1961,p-ramakrishna,P. Ramakrishna,director,
JUS,Bava Maradallu,1961,p-a-padmanaba-rao,P.A. Padmanaba Rao,director,
JUX,Bhaktha Jayadeva,1961,p-v-ramarao,P.V. Ramarao,director,
ALDS,Bharyabharthalu,1961,k-pratyagatma,K. Pratyagatma,director,
JVB,Bikari Ramudu,1961,palagummi-padmaraju,Palagummi Padmaraju,director,
JVN,Chinnanna Sapadam,1961,tatineni-prakash-rao,Tatineni Prakash Rao,director,
BIVZ,Evaru Donga,1961,m-a-thirumugham,M.A. Thirumugham,director,
JWR,Gullo Pelli,1961,k-s-prakash-rao,K.S. Prakash Rao,director,
JXA,Iddaru Mithrulu,1961,adurthi-subbarao,Adurthi Subbarao,director,
JXD,Intiki Deepam Illale,1961,v-n-reddy,V.N. Reddy,director,
BJUA,Jagadeka Sundari,1961,shantilal-soni,Shantilal Soni,director,
JXG,Jagadekaveeruni Katha,1961,kadiri-venkata-reddi,Kadiri Venkata Reddi,director,
BDOP,Jebu Donga,1961,p-neelakantan,P. Neelakantan,director,
JCY,Kalasivunte Kaladhu Sukam,1961,tapi-chanakya,Tapi Chanakya,director,
JXV,Kanna Koduku,1961,krishna-rao,Krishna Rao,director,
BHFF,Kanyaka Parameswari Mahathyam,1961,a-s-a-swamy,A.S.A. Swamy,director,
BJKH,Kastasukhalu,1961,c-v-sridhar,C.V. Sridhar,director,
BDQY,Kathi Pattina Raithu,1961,a-s-a-swamy,A.S.A. Swamy,director,
BDYT,Korada Veerudu,1961,m-radhakrishna,M. Radhakrishna,director,
JYI,Krishna Prema,1961,adurthi-subbarao,Adurthi Subbarao,director,
BFTL,Madhana Manjari,1961,jasubhai-trivedi,Jasubhai Trivedi,director,
BHJD,Maya Machindra,1961,babubhai-mistri,Babubhai Mistri,director,
BJWU,Musugu Veerudu,1961,jampana-chandrasekhar-rao,Jampana Chandrasekhar Rao,director,
BGVP,Pachani Samsaram,1961,p-pullaiah,P. Pullaiah,director,
MDG,Papa Pariharam,1961,a-bhimsingh,A. Bhimsingh,director,
BIRS,Papala Bhairavudu,1961,g-r-nathan,G.R. Nathan,director,
KAR,Pelli Kaani Pillalu,1961,c-s-rao,C.S. Rao,director,
KAP,Pendli Pillupu,1961,aamancharla-seshagiri-rao,Aamancharla Seshagiri Rao,director,
ALFW,Rani Chennamma,1961,b-r-panthulu,B.R. Panthulu,director,
KBR,Rushyasrunga,1961,mukkamala-krishna-murthy,Mukkamala Krishna Murthy,director,
KCK,Sabhash Raja,1961,p-s-ramakrishna-rao,P.S. Ramakrishna Rao,director,
BEBV,Sampurna Ramayanam,1961,babubhai-mistri,Babubhai Mistri,director,
KCP,Santha,1961,manapuram-apparao,Manapuram Apparao,director,
KCE,Sathi Sulochana,1961,s-rajanikanth,S. Rajanikanth,director,
BHYT,Seeta or Lava Kusa,1961,m-kunchako,M. Kunchako,director,
KCH,Seetarama Kalyanam,1961,nandamuri-taraka-rama-rao,Nandamuri Taraka Rama Rao,director,
JYG,Sri Krishna Kuchela,1961,chitrapu-narayanamurthy,Chitrapu Narayanamurthy,director,
BEVJ,Sthree Hrudayam,1961,c-v-sridhar,C.V. Sridhar,director,
KDE,Taxi Ramudu,1961,v-madhusudhana-rao,V. Madhusudhana Rao,director,
KDB,Thalli Ichina Agnya,1961,chitrapu-narayanamurthy,Chitrapu Narayanamurthy,director,
KDC,Thandrulu Kodukulu,1961,k-hemambharadhara-rao,K. Hemambharadhara Rao,director,
KDP,Usha Parinayam,1961,kadaru-nagabhushanam,Kadaru Nagabhushanam,director,
KDQ,Vagdanam,1961,acharya-athreya,Acharya Athreya,director,
KDS,Varalakshmi Vratham,1961,b-vittalacharya,B. Vittalacharya,director,
BHWE,Veera Samrajyam,1961,d-yoganand,D. Yoganand,director,
BHMY,Veeradhi Veerudu,1961,a-kasilingam,A. Kasilingam,director,
KDV,Veluguneedalu,1961,adurthi-subbarao,Adurthi Subbarao,director,
BGEG,Viplava Sthree,1961,m-a-thirumugham,M.A. Thirumugham,director,
BFHR,Viplava Veerudu,1961,g-k-ramu,G.K. Ramu,director,
BDKV,Virisina Vennela,1961,c-v-sridhar,C.V. Sridhar,director,
BDCC,Yodhanu Yodhulu,1961,k-shankar,K. Shankar,director,
BJCT,Aadarsha Veerulu,1962,g-vishwanath,G. Vishwanath,director,
KEU,Aaradhana,1962,v-madhusudhana-rao,V. Madhusudhana Rao,director,
KEV,Aasa Jeevulu,1962,b-s-ranga,B.S. Ranga,director,
KET,Appaginthalu,1962,v-madhusudhana-rao,V. Madhusudhana Rao,director,
KEZ,Athma Bandhuvu,1962,p-s-ramakrishna-rao,P.S. Ramakrishna Rao,director,
BEZO,Bhagyavanthulu,1962,p-neelakantan,P. Neelakantan,director,
KFY,Bhishma,1962,b-a-subbarao,B.A. Subbarao,director,
KGK,Chitti Thammudu,1962,k-b-tilak,K.B. Tilak,director,
KGS,Dakshayagnam,1962,kadaru-nagabhushanam,Kadaru Nagabhushanam,director,
BJSN,Dasaavatharamulu,1962,p-g-mohan,P.G. Mohan,director,
BHOM,Ekaika Veerudu,1962,m-natesan,M. Natesan,director,
ALFH,Gaali Medalu,1962,b-r-panthulu,B.R. Panthulu,director,
KHQ,Gulebakavali Katha,1962,nandamuri-taraka-rama-rao,Nandamuri Taraka Rama Rao,director,
AKBV,Gundamma Katha,1962,kamalakara-kameshwara-rao,Kamalakara Kameshwara Rao,director,
BHGS,Iddaru Kodukulu,1962,m-a-thirumugham,M.A. Thirumugham,director,
KIO,Kalimilemulu,1962,ramineedu-gutha,Ramineedu Gutha,director,
BHFV,Khadga Veerudu,1962,t-r-raghunath,T.R. Raghunath,director,
KIZ,Khaidhi Kannaiah,1962,b-vittalacharya,B. Vittalacharya,director,
ALFG,Kula Gothralu,1962,k-pratyagatma,K. Pratyagatma,director,
KJN,Madhana Kamaraju Katha,1962,b-vittalacharya,B. Vittalacharya,director,
KJQ,Mahamanthri Thimmarusu,1962,kamalakara-kameshwara-rao,Kamalakara Kameshwara Rao,director,
KJX,Manchi Manasulu,1962,adurthi-subbarao,Adurthi Subbarao,director,
BEUX,Maya Mohini,1962,hunsur-krishnamurthy,Hunsur Krishnamurthy,director,
KKG,Mohini Rukmangada,1962,k-s-prakash-rao,K.S. Prakash Rao,director,
BIMB,Muripinche Muvvalu,1962,m-v-raman,M.V. Raman,director,
JZS,Nagarjuna,1962,y-v-rao,Y.V. Rao,director,
KKT,Nuvva Nena,1962,aamancharla-seshagiri-rao,Aamancharla Seshagiri Rao,director,
KKU,Padhandi Mundhuku,1962,v-madhusudhana-rao,V. Madhusudhana Rao,director,
BFWV,Parvathi Vijayam,1962,raja-nene,Raja Nene,director,
BHYQ,Pathi Gowravame Sathikanandam,1962,k-j-mahadevan,K.J. Mahadevan,director,
KLD,Pavitra Prema,1962,a-bhimsingh,A. Bhimsingh,director,
KAQ,Pelli Thambulam,1962,b-s-ranga,B.S. Ranga,director,
BJAG,Praja Shakthi,1962,a-c-trilogchander,A.C. Trilogchander,director,
BDJV,Prayaschittam,1962,a-bhimsingh,A. Bhimsingh,director,
KAK,Raktha Sambandam,1962,v-madhusudhana-rao,V. Madhusudhana Rao,director,
BHVA,Samrat Prithviraj or Rani Samyuktha,1962,r-sukh-bhatt,R. Sukh Bhatt,director,
BGPR,Satyabhama Parinayam or Sri Ganesa Mahima,1962,s-s-dharwadkar,S.S. Dharwadkar,director,
KNC,Siri Sampadalu,1962,p-pullaiah,P. Pullaiah,director,
BINX,Sri Valli Kalyanam or Subrahmanya Swamy Mahatyam,1962,t-r-ramanna,T.R. Ramanna,director,
BIMY,Srisaila Mahathyam,1962,aroor-pattabhi,Aroor Pattabhi,director,
BGUT,Sthree Jeevitham,1962,r-s-mani,R.S. Mani,director,
KNO,Swarna Gauri,1962,y-r-swamy,Y.R. Swamy,director,
ALGD,Swarna Manjari,1962,vedantam-raghavaiah,Vedantam Raghavaiah,director,
KNW,Tiger Ramudu,1962,c-s-rao,C.S. Rao,director,
BKBT,Veera Puthrudu,1962,m-a-thirumugham,M.A. Thirumugham,director,
BKCA,Vichitra Veerudu,1962,b-r-panthulu,B.R. Panthulu,director,
BDPO,Adhrustavathi,1963,p-neelakantan,P. Neelakantan,director,
KOZ,Anubandhalu,1963,p-ramakrishna,P. Ramakrishna,director,
KPA,Anuragam,1963,ramineedu-gutha,Ramineedu Gutha,director,
KPB,Aptamitrulu,1963,kadaru-nagabhushanam,Kadaru Nagabhushanam,director,
KYS,Bandipotu,1963,b-vittalacharya,B. Vittalacharya,director,
KQB,Chaduvukunna Ammayilu,1963,adurthi-subbarao,Adurthi Subbarao,director,
BHEG,Chittooru Rani Padmini,1963,chitrapu-narayanamurthy,Chitrapu Narayanamurthy,director,
KGO,Constabulu Kuthuru,1963,tapi-chanakya,Tapi Chanakya,director,
KQQ,Devasundari,1963,h-v-babu,H.V. Babu,director,
BGEO,Dnyaneshwar,1963,v-damle,V. Damle,director,
BGEO,Dnyaneshwar,1963,s-fattelal,S. Fattelal,director,
KRA,Edhureetha,1963,b-s-narayana,B.S. Narayana,director,
KRB,Eedu Jodu,1963,k-b-tilak,K.B. Tilak,director,
KRT,Guruvunu Minchina Sisyudu,1963,b-vittalacharya,B. Vittalacharya,director,
KSE,Irugu Porugu,1963,i-n-murthy,I.N. Murthy,director,
BIVO,Kodukulu Kodallu,1963,a-bhimsingh,A. Bhimsingh,director,
KTV,Lakshadikari,1963,v-madhusudhana-rao,V. Madhusudhana Rao,director,
KTW,Lavakusa,1963,c-pullaiah,C. Pullaiah,director,
KTW,Lavakusa,1963,c-s-rao,C.S. Rao,director,
BFUF,Mahabharathamu,1963,ramachandra-takur,Ramachandra Takur,director,
BFMO,Mahaveera Bhimasena or Sampurna Mahabharathamu,1963,n-a-subbaraman,N.A. Subbaraman,director,
KUB,Mamakaram,1963,adurthi-subbarao,Adurthi Subbarao,director,
KUE,Manchi Chedu,1963,t-r-ramanna,T.R. Ramanna,director,
KUF,Manchi Rojulu Vastayi,1963,g-vishwanath,G. Vishwanath,director,
BIPQ,Mayajalam,1963,babubhai-mistri,Babubhai Mistri,director,
BFAO,Mooda Nammakalu,1963,v-srinivasan,V. Srinivasan,director,
KKJ,Naga Devatha,1963,shanthilal-sony,Shanthilal Sony,director,
BISM,Naraanthakudu,1963,t-r-ramanna,T.R. Ramanna,director,
KVH,Narthanasala,1963,kamalakara-kameshwara-rao,Kamalakara Kameshwara Rao,director,
BHSX,Niraparadhi,1963,chitrapu-narayanamurthy,Chitrapu Narayanamurthy,director,
KVZ,Paruvu Prathishta,1963,manapuram-apparao,Manapuram Apparao,director,
ALHH,Pempudu Kuthuru,1963,b-r-panthulu,B.R. Panthulu,director,
ALHI,Penchina Prema,1963,krishnan-panju,Krishnan-Panju,director,
KWG,Punarjanma,1963,k-pratyagatma,K. Pratyagatma,director,
BHBZ,Rajadhi Raju Katha,1963,t-v-sundaram,T.V. Sundaram,director,
BGFW,Rani Samyuktha,1963,d-yoganand,D. Yoganand,director,
KXB,Savathi Koduku,1963,y-rangarao,Y. Rangarao,director,
KXL,Somavara Vratha Mahathyam,1963,r-m-krishna-swamy,R.M. Krishna Swamy,director,
KXL,Somavara Vratha Mahathyam,1963,nanduri-nammalvar,Nanduri Nammalvar,director,
KMX,Sri Krishnarjuna Yuddhamu,1963,kadiri-venkata-reddi,Kadiri Venkata Reddi,director,
KYF,Sri Thirupathamma Katha,1963,b-s-narayana,B.S. Narayana,director,
KXV,Thalli Biddalu,1963,p-s-srinivasa-rao,P.S. Srinivasa Rao,director,
BDYX,Thalli Koduku,1963,tatineni-prakash-rao,Tatineni Prakash Rao,director,
KYD,Thobutuvulu,1963,c-v-ranganatha-das,C.V. Ranganatha Das,director,
BDHO,Thyaga Moorthulu,1963,s-a-subbaraman,S.A. Subbaraman,director,
ALHS,Valmiki,1963,c-s-rao,C.S. Rao,director,
BHJF,Vijayanagara Veeraputhruni Katha,1963,r-nagendra-rao,R. Nagendra Rao,director,
KYU,Vishnu Maya,1963,nanduri-nammalvar,Nanduri Nammalvar,director,
BHJK,Aadarsha Sodarulu,1964,a-bhimsingh,A. Bhimsingh,director,
BFEH,Addhala Meda,1964,swamy-mahesh,Swamy-Mahesh,director,
KZI,Aggi Pidugu,1964,b-vittalacharya,B. Vittalacharya,director,
KZP,Amarasilpi Jakkanna,1964,b-s-ranga,B.S. Ranga,director,
LAB,Athmabalam,1964,v-madhusudhana-rao,V. Madhusudhana Rao,director,
LAH,Babruvahana,1964,samudrala-raghavacharya,Samudrala Raghavacharya,director,
LAO,Bangaru Thimmaraju,1964,g-vishwanath,G. Vishwanath,director,
LAZ,Bobbili Yudham,1964,seetaram,Seetaram,director,
LBN,Dagudumuthalu,1964,adurthi-subbarao,Adurthi Subbarao,director,
LBT,Desadrohulu,1964,bolla-subbarao,Bolla Subbarao,director,
LCB,Doctor Chakravarthi,1964,adurthi-subbarao,Adurthi Subbarao,director,
BINB,Donga Bangaram,1964,v-n-reddy,V.N. Reddy,director,
BINB,Donga Bangaram,1964,a-s-a-swamy,A.S.A. Swamy,director,
BDQT,Donga Notelu,1964,k-shankar,K. Shankar,director,
BIWJ,Dongalu Doralu,1964,b-r-panthulu,B.R. Panthulu,director,
BFPU,Donganu Pattina Dora,1964,m-a-thirumugham,M.A. Thirumugham,director,
ALIY,Gudi Gantalu,1964,v-madhusudhana-rao,V. Madhusudhana Rao,director,
BFCK,Hanthakudu Evaru,1964,m-a-thirumugham,M.A. Thirumugham,director,
BGNH,Inti Donga,1964,m-a-thirumugham,M.A. Thirumugham,director,
LDW,Kalavari Kodalu,1964,k-hemambharadhara-rao,K. Hemambharadhara Rao,director,
BFLY,Kaliyuga Bhimudu,1964,mohammed-hussain,Mohammed Hussain,director,
LEA,Karna,1964,b-r-panthulu,B.R. Panthulu,director,
BEWU,Kavala Pillalu,1964,a-bhimsingh,A. Bhimsingh,director,
LFH,Manchi Manishi,1964,k-pratyagatma,K. Pratyagatma,director,
LFM,Marmayogi,1964,b-a-subbarao,B.A. Subbarao,director,
BERG,Master Ammayi,1964,c-v-sridhar,C.V. Sridhar,director,
KUS,Mooga Manasulu,1964,adurthi-subbarao,Adurthi Subbarao,director,
LFT,Murali Krishna,1964,p-pullaiah,P. Pullaiah,director,
