person_id,person_name,role,film_count,known_for
kannada-prabhakar,Kannada Prabhakar,director,2,"BGPU, BJWY"
kannan-thamarakkulam,Kannan Thamarakkulam,director,2,"BVKE, CBDK"
kanuri-chandrasekhar,Kanuri Chandrasekhar,director,1,CGPA
kapuganti-rajendra,Kapuganti Rajendra,director,2,"AQNW, BDGP"
karan-chai-phantasi,Karan Chai Phantasi,director,1,BJQX
karan-razdan,Karan Razdan,director,2,"BGIU, BEAD"
karanam-p-babji,Karanam P. Babji,director,1,BXGH
karate-prabhakar,Karate Prabhakar,director,1,BJMC
karnan,Karnan,director,1,YAP
karpurapu-anjaneyulu,Karpurapu Anjaneyulu,director,1,BDNF
karre-thirupathi,Karre Thirupathi,director,1,BGKX
karre-tirupathi,Karre Tirupathi,director,1,BSJQ
karthik-g-krish,Karthik G. Krish,director,1,BHWP
karthik-gattamneni,Karthik Gattamneni,director,2,"BUSF, BJBG"
karthik-naren,Karthik Naren,director,1,BKQL
karthik-raghunath,Karthik Raghunath,director,2,"BGNE, BJSA"
karthik-sabareesh,Karthik Sabareesh,director,1,CFUE
karthik-subbaraju,Karthik Subbaraju,director,2,"BEZT, BFPV"
karthik-varma-dandu,Karthik Varma Dandu,director,1,BSPL
karthik-varma-dhandu,Karthik Varma Dhandu,director,1,BIJQ
karthik-yallapragada,Karthik Yallapragada,director,1,CXIP
karthikeya-gopala-krishna,Karthikeya Gopala Krishna,director,2,"AYAC, BGPZ"
kartikeya,Kartikeya,director,1,BNKJ
karuna-prakash-v-k-prakash,Karuna Prakash (V.K. Prakash),director,1,AWQV
karvanan,Karvanan,director,2,"BIPA, BEEE"
kasinath,Kasinath,director,6,"BIAE, AKBC, BJQY, BDYY, BEME"
kasthuri-raja,Kasthuri Raja,director,4,"CNRY, BEBD, BFKG, BGHY"
kasturi-sivarao,Kasturi Sivarao,director,1,FYR
kasyap-sreenivas,Kasyap Sreenivas,director,1,BOHS
kathir,Kathir,director,3,"BDPC, BHGR, BEYE"
katragadda-ravi-teja,Katragadda Ravi Teja,director,4,"AEUK, AFXH, AFZO, AGLC"
katt-shea-ruden,Katt Shea Ruden,director,1,BDVR
katta-lalith-kumar-reddy,Katta Lalith Kumar Reddy,director,1,BYGB
katta-subbarao,Katta Subbarao,director,22,"TSJ, UKJ, UNV, UWH, UWL"
katuri-mohan-rao,Katuri Mohan Rao,director,1,BFKM
kaushik,Kaushik,director,1,CDKY
kavuri-sambasiva-rao,Kavuri Sambasiva Rao,director,1,ACNE
kedari-suribabu,Kedari Suribabu,director,2,"AIBV, BJQF"
keerthi-raj,Keerthi Raj,director,1,BGCI
kemparaj-urs,Kemparaj Urs,director,1,IKZ
kenaz,Kenaz,director,1,CWYY
kennath-branag,Kennath Branag,director,1,BHWA
khaja,Khaja,director,1,BESP
khaja-afridi,Khaja Afridi,director,1,DBVE
kiran,Kiran,director,2,"CQFC, AXQQ"
kiran-bethamcherla,Kiran Bethamcherla,director,1,CYEX
kiran-govi,Kiran Govi,director,2,"BHNV, CUBF"
kiran-kanth,Kiran Kanth,director,1,BGGP
kiran-karnidi,Kiran Karnidi,director,1,BHPW
kiran-kumar-chebolu,Kiran Kumar Chebolu,director,1,BEQM
kiran-meegada,Kiran Meegada,director,2,"BEFB, CUQW"
kiran-rao,Kiran Rao,director,1,BFCZ
kiran-reddy-thumma,Kiran Reddy Thumma,director,1,BPMT
kiran-valipa-venkat,Kiran Valipa Venkat,director,1,CHCW
kirankanth,Kirankanth,director,1,BUCB
kiruthiga-udhayanidhi,Kiruthiga Udhayanidhi,director,1,BLBY
kishan-raju,Kishan Raju,director,1,BDGR
kishore,Kishore,director,1,AHQO
kishore-bhargav,Kishore Bhargav,director,2,"BNWD, BKBF"
kishore-kumar,Kishore Kumar,director,1,DBSG
kishore-kumar-inapanuri,Kishore Kumar Inapanuri,director,7,"BTLF, BYKU, CBKT, CCLA, CWMB"
kishore-kumar-pardasani,Kishore Kumar Pardasani,director,1,CATY
kishore-kumar-pardasani-dolly,Kishore Kumar Pardasani (Dolly),director,3,"AWRN, BAWM, BHKV"
kishore-tirumala,Kishore Tirumala,director,2,"BENQ, BFGO"
kittu-nalluri,Kittu Nalluri,director,1,BDDE
kocharlakota-rangarao,Kocharlakota Rangarao,director,2,"BIK, CKB"
kodali-gopal-rao,Kodali Gopal Rao,director,1,BIFY
kodali-venkateswara-rao,Kodali Venkateswara Rao,director,1,BDLD
kodam-anarghya,Kodam Anarghya,director,1,DAKK
kodanda-rami-reddy-a,Kodanda Rami Reddy A.,director,1,CPOY
kodavatiganti-dayaa,Kodavatiganti Dayaa,director,1,BOAI
kodi-ramakrishna,Kodi Ramakrishna,director,103,"VRM, XCQ, XGM, XNH, XSS"
kodumuri-santosh,Kodumuri Santosh,director,1,CBBI
kola-nag,Kola Nag,director,1,AUYC
kolli-bapireddy,Kolli Bapireddy,director,1,ASEH
kolli-ramgopal,Kolli Ramgopal,director,1,AOXK
komala-swaminathan,Komala Swaminathan,director,1,BGTE
kommineni,Kommineni,director,1,UXL
kommineni-krishnamurthy,Kommineni Krishnamurthy,director,1,YFC
kommineni-seshagiri-rao,Kommineni Seshagiri Rao,director,24,"SEG, TKY, TRK, TRV, BFOZ"
konda,Konda,director,3,"ASVQ, BEEF, BIMJ"
kondamudi-sriramchandra-murthy,Kondamudi Sriramchandra Murthy,director,1,BEOE
kondaveeti-satyam,Kondaveeti Satyam,director,1,AHEU
koneru-ravindranath,Koneru Ravindranath,director,3,"XMS, AOXQ, CMYO"
koneti-srinu,Koneti Srinu,director,1,BEUN
kongarapi-venkata-ramana,Kongarapi Venkata Ramana,director,1,ATKT
kookie-v-gulati,Kookie V. Gulati,director,1,BEJM
koorapati-ramarao,Koorapati Ramarao,director,1,BJDV
koratala-siva,Koratala Siva,director,5,"BBAC, BIWP, BWRX, BEQJ, CDTS"
kore-ravibabu,Kore Ravibabu,director,1,BGQG
korean,Korean,director,1,BGDI
kosuri,Kosuri,director,1,BIET
kota-satyanarayana-e-sathibabu,Kota Satyanarayana E. (Sathibabu),director,1,AVNB
kotapati-sreenu,Kotapati Sreenu,director,1,BIDG
kotendra-dudyala,Kotendra Dudyala,director,1,CDQP
koti-vaddineni,Koti Vaddineni,director,1,CELP
kotte-krishna,Kotte Krishna,director,1,CZEJ
kovelamudi-bhaskar-rao,Kovelamudi Bhaskar Rao,director,3,"HMQ, INC, IVC"
kovera,Kovera,director,1,CHPN
kpn-chawhan,Kpn Chawhan,director,1,CYAK
kranthi-kumar,Kranthi Kumar,director,1,BMMR
kranthi-madhav,Kranthi Madhav,director,1,BKVU
kranthi-ramesh,Kranthi Ramesh,director,1,APYN
kranthi-sha,Kranthi Sha,director,1,BJNK
krishna,Krishna,director,2,"BDFY, BIHN"
krishna-chaitanya,Krishna Chaitanya,director,2,"BICZ, CDZA"
krishna-das,Krishna Das,director,1,BINY
krishna-devan,Krishna Devan,director,1,BHYZ
krishna-ghattamaneni,Krishna Ghattamaneni,director,15,"ABJH, ACFT, CLCW, ACUN, ACYT"
krishna-k-prasad,Krishna K. Prasad,director,1,BKXJ
krishna-karthik,Krishna Karthik,director,1,BXLH
krishna-kishore,Krishna Kishore,director,2,"BKTT, DBSG"
krishna-kumar,Krishna Kumar,director,2,"BDCA, BGRH"
krishna-marimuthu,Krishna Marimuthu,director,1,BKVQ
krishna-mohan,Krishna Mohan,director,1,CZEI
krishna-murali-posani,Krishna Murali Posani,director,1,CTPU
krishna-nori,Krishna Nori,director,1,BFYY
krishna-prasad,Krishna Prasad,director,1,CHFM
krishna-rao,Krishna Rao,director,3,"IUI, IEY, JXV"
krishna-rao-keshav,Krishna Rao Keshav,director,2,"BDTY, BIYU"
krishna-reddy,Krishna Reddy,director,1,ASJY
krishna-reddy-gangadasu,Krishna Reddy Gangadasu,director,1,BHBD
krishna-samudrala,Krishna Samudrala,director,1,CXEY
krishna-vamshi,Krishna Vamshi,director,3,"APDY, AQWS, AWTB"
krishna-vamsi,Krishna Vamsi,director,16,"AJKH, APRA, APTI, APUH, ARTQ"
krishna-varma,Krishna Varma,director,2,"BHIO, BKXR"
krishna-vijay,Krishna Vijay,director,2,"BHPN, DBHO"
krishnan-panju,Krishnan-Panju,director,12,"BJZR, BHZL, BIOJ, ALHI, MBE"
krttiventi-nageswarao,Krttiventi Nageswarao,director,1,CDN
kuchipudi-venkat,Kuchipudi Venkat,director,2,"ATZS, AVVA"
kulasekhar,Kulasekhar,director,1,BHMM
kumaar,Kumaar,director,1,BROU
kumar-nagendra,Kumar Nagendra,director,4,"AZYU, BFDI, BGUE, BYQL"
kumar-ravilla,Kumar Ravilla,director,1,BFTH
kumar-sravan,Kumar Sravan,director,1,AZXR
kumar-vatti,Kumar Vatti,director,1,BKQX
kumaravelan,Kumaravelan,director,1,BEWK
kunal-kohli,Kunal Kohli,director,1,CGBO
kundan-kumar,Kundan Kumar,director,1,BIKP
kundan-shah,Kundan Shah,director,1,BHTT
kurien-varnassala,Kurien Varnassala,director,1,BPXL
kurra-ranga-rao,Kurra Ranga Rao,director,2,"AEPZ, AEVQ"
kurt-wimmer,Kurt Wimmer,director,1,BHCP
kushal-kondeti,Kushal Kondeti,director,1,CDFU
kushal-ruia,Kushal Ruia,director,1,BAPD
l-b-sriram,L B Sriram,director,3,"CBJY, CZBG, CZNU"
l-sanjeev,L. Sanjeev,director,1,BKBH
l-sanjeeva-rao,L. Sanjeeva Rao,director,1,BERC
l-srinath,L. Srinath,director,1,ASNV
l-suresh,L. Suresh,director,1,AXQH
l-venkatesh,L. Venkatesh,director,1,BGMF
l-k-rao,L.K. Rao,director,1,BFRB
l-m-balaji,L.M. Balaji,director,1,BIEK
l-p-ramarao,L.P. Ramarao,director,2,"CPTX, BHMR"
l-s-ramachandran,L.S. Ramachandran,director,1,GYP
l-v-adhavan,L.V. Adhavan,director,1,BEJJ
l-v-prasad,L.V. Prasad,director,12,"EIU, EVG, FBC, FNT, FZX"
l-y-s-n-bharath,L.Y.S.N. Bharath,director,2,"BNKU, BNHL"
lakka-radhakrishna,Lakka Radhakrishna,director,1,ZQO
lakshman-gangarapu,Lakshman Gangarapu,director,1,BFZE
lakshman-gore,Lakshman Gore,director,1,BJCD
lakshman-karya,Lakshman Karya,director,1,CETK
lakshmi-kanth-nadukuru,Lakshmi Kanth Nadukuru,director,1,BAMK
lakshmi-srinivas,Lakshmi Srinivas,director,1,ATHG
lakshminarayana-puttamchetty,LakshmiNarayana Puttamchetty,director,4,"CUIK, BRDT, BXTT, BZEK"
lakshmikanth-chenna,Lakshmikanth Chenna,director,6,"AUML, BGNI, AVZL, BFDJ, CGHF"
lanka-pratheek-prem-karan,Lanka Pratheek Prem Karan,director,1,BKYB
lanka-satyam,Lanka Satyam,director,2,"DOE, EHM"
lankapalli-srinivas,Lankapalli Srinivas,director,1,BSEW
lawrence-d-souza,Lawrence D. Souza,director,1,BEYI
lawrence-raghavendra,Lawrence Raghavendra,director,2,"ATJI, BTPD"
lee-tamahori,Lee Tamahori,director,1,BHEO
lee-thampson,Lee Thampson,director,1,BEND
leela-v-prasad,Leela V. Prasad,director,2,"BHAN, BIKH"
lewis-schoenbrun,Lewis Schoenbrun,director,1,BJNY
lingan,Lingan,director,1,BEJO
lion-sai-venkat,Lion Sai Venkat,director,1,BFQP
liyakath-ali-khan,Liyakath Ali Khan,director,3,"BGVB, BGBE, BILB"
lokchandar,Lokchandar,director,1,AHGR
lokesh-kumar-aaron,Lokesh Kumar Aaron,director,1,CHBH
louis-leteriyyar,Louis Leteriyyar,director,1,BELX
luis-llosa,Luis Llosa,director,1,BDWG
luyis-letarar,Luyis Letarar,director,1,BJDL
m-amarnath-gupta,M. Amarnath Gupta,director,1,BJIH
m-balu,M. Balu,director,1,BHAC
m-bhaskar,M. Bhaskar,director,2,"BJRS, BGKV"
m-chandrasekhar-reddy,M. Chandrasekhar Reddy,director,1,BEMZ
m-gopinath,M. Gopinath,director,1,BJIK
m-janaki-ramireddy,M. Janaki Ramireddy,director,1,BJIU
m-jayadev,M. Jayadev,director,1,ZXF
m-jayakumar,M. Jayakumar,director,1,BFKD
m-jayasimha-reddy,M. Jayasimha Reddy,director,1,BHVM
m-jeevan,M. Jeevan,director,1,BGXC
m-kalangiyam,M. Kalangiyam,director,1,BESR
m-karnan,M. Karnan,director,7,"BIDN, PGV, BERR, SVY, BGEM"
m-krishna,M. Krishna,director,1,BFYK
m-krishna-chandra,M. Krishna Chandra,director,4,"BHNY, AFIU, BFTN, BHCN"
m-krishna-mohan-reddy,M. Krishna Mohan Reddy,director,1,AOKZ
m-krishnan-nair,M. Krishnan Nair,director,6,"BJSC, BIYZ, NDF, NUE, BHHX"
m-kumar,M. Kumar,director,1,BIDC
m-kunchako,M. Kunchako,director,1,BHYT
m-madhu,M. Madhu,director,1,BEQI
m-mallikarjun-rao,M. Mallikarjun Rao,director,20,"LST, ALLS, MPR, MVR, NGQ"
m-manivasagam,M. Manivasagam,director,3,"BFIK, BFSK, BHZQ"
m-mastan,M. Mastan,director,2,"GKW, GQU"
m-mohan,M. Mohan,director,1,BFBT
m-muthaiah,M. Muthaiah,director,1,BXFG
m-nagarjuna-reddy,M. Nagarjuna Reddy,director,2,"ARXG, AUCN"
m-nagendra-kumar,M. Nagendra Kumar,director,2,"BHAQ, BHVV"
m-nageswara-rao,M. Nageswara Rao,director,1,NOF
m-nandakumar,M. Nandakumar,director,3,"AAWA, ACZB, AGIO"
m-natesan,M. Natesan,director,2,"BHOM, BJTJ"
m-night-shyamalan,M. Night Shyamalan,director,1,BITD
m-parthasarathi,M. Parthasarathi,director,1,XKF
m-prabhakar-reddy,M. Prabhakar Reddy,director,4,"ABFZ, ABYU, BGNS, ADRU"
m-radhakrishna,M. Radhakrishna,director,1,BDYT
m-raja,M. Raja,director,1,ARQG
m-rajasekhar-reddy,M. Rajasekhar Reddy,director,1,AFDV
m-rajashekara-reddy,M. Rajashekara Reddy,director,1,CKXR
m-rajesh,M. Rajesh,director,3,"BDKA, BHXT, BJIM"
m-ramakrishna,M. Ramakrishna,director,1,ACNI
m-ravi-varma,M. Ravi Varma,director,1,BYCD
m-rosi-raju,M. Rosi Raju,director,6,"BHWZ, XPY, ZHE, ZKK, ZNO"
m-saravanan,M. Saravanan,director,3,"AWNP, BHPH, BGDH"
m-saravanan-dir,M. Saravanan (Dir),director,1,BDNL
m-sasi-kumar,M. Sasi Kumar,director,2,"BDLG, BFON"
m-sridhar,M. Sridhar,director,3,"BFEL, BDNI, CHFL"
m-srinivasa-rao,M. Srinivasa Rao,director,1,BJDA
m-thirumurugan,M. Thirumurugan,director,1,BKCE
m-thyagarajan,M. Thyagarajan,director,2,"BDEF, BHLD"
m-vasu,M. Vasu,director,1,BDMS
m-vasu-varma,M. Vasu Varma,director,2,"AWPT, BEXK"
m-vellaiswamy,M. Vellaiswamy,director,2,"BDSL, BFVR"
m-vemagiri,M. Vemagiri,director,1,BIMT
m-vinay-babu,M. Vinay Babu,director,1,BGVW
m-vinod,M. Vinod,director,1,BIYN
m-yogi,M. Yogi,director,1,ASVU
m-a-ajij,M.A. Ajij,director,1,AEMK
m-a-chowdary,M.A. Chowdary,director,2,"BGLU, BIBL"
m-a-kaja,M.A. Kaja,director,1,BEDM
m-a-murugesh,M.A. Murugesh,director,1,BGCU
m-a-thirumugham,M.A. Thirumugham,director,19,"BDSI, BISW, BIVZ, BGEG, BHGS"
m-d-jayavelan,M.D. Jayavelan,director,1,BJPO
m-g-balu,M.G. Balu,director,1,BEYT
m-g-ramachandran,M.G. Ramachandran,director,2,"BDLN, BJVJ"
m-j-reddy,M.J. Reddy,director,2,"BHTG, BPHE"
m-k-chowdary,M.K. Chowdary,director,1,BFHB
m-k-maheswar,M.K. Maheswar,director,1,BFVE
m-k-i-sukumar,M.K.I. Sukumar,director,1,BJYR
m-l,M.L,director,1,ZAT
m-l-tandon,M.L. Tandon,director,3,"CLW, DNI, EGM"
m-m-a-chinnappa-devar,M.M.A. Chinnappa Devar,director,1,BGJY
m-m-g-reddy,M.M.G. Reddy,director,1,BEAA
m-n-raju,M.N. Raju,director,1,BKAY
m-r-nag,M.R. Nag,director,2,"BDXY, WTP"
m-r-rajamani,M.R. Rajamani,director,1,BJFW
m-r-vijayachandar,M.R. Vijayachandar,director,1,ZTF
m-r-s-mani,M.R.S. Mani,director,1,HAH
m-s-anbu,M.S. Anbu,director,1,BGHE
m-s-gopinath,M.S. Gopinath,director,7,"MXZ, PVB, RCZ, RPF, SXI"
m-s-gupta,M.S. Gupta,director,1,BIUD
m-s-kota-reddy,M.S. Kota Reddy,director,14,"SFV, RUV, SNN, TKJ, TVJ"
m-s-narayana,M.S. Narayana,director,2,"ATIA, AUYG"
m-s-rajasekhar,M.S. Rajasekhar,director,1,BHIF
m-s-raju,M.S. Raju,director,2,"AWFG, BHNT"
m-s-ramesh,M.S. Ramesh,director,1,BDFG
m-s-srichand,M.S. Srichand,director,2,"BHZC, BDKQ"
m-s-sriram,M.S. Sriram,director,1,SKF
m-s-n-murthy,M.S.N. Murthy,director,1,QQS
m-s-p-sarathi,M.S.P. Sarathi,director,1,PPI
m-v-narayana-rao,M.V. Narayana Rao,director,3,"BINV, BICI, BFJG"
m-v-raghu,M.V. Raghu,director,2,"ACUP, ADMG"
m-v-raman,M.V. Raman,director,5,"AKST, AKWT, HUS, BIMB, BFHW"
m-v-ramana-murthy,M.V. Ramana Murthy,director,1,CHJ
m-v-sagar,M.V. Sagar,director,1,BDJD
m-v-satish-kumar,M.V. Satish Kumar,director,1,BFSU
m-v-s-omkar,M.V.S. Omkar,director,2,"AGCV, AIEP"
m-k-chowdary,M.k.Chowdary,director,1,CRLM
maadala-ashwak-anjibabu,Maadala Ashwak Anjibabu,director,1,CRPU
maanikonda-madhusudhana-rao,Maanikonda Madhusudhana Rao,director,1,TKL
madan,Madan,director,5,"AURD, AVTN, AWWU, BDDK, BKZW"
madan-mohan,Madan Mohan,director,2,"BIKL, AHPN"
madan-patel,Madan Patel,director,2,"BDXC, BHIL"
madan-t-jawahar,Madan T. Jawahar,director,1,BJZD
madan-thapa,Madan Thapa,director,1,CDMN
maddhali-venkateswara-rao,Maddhali Venkateswara Rao,director,1,BJIO
maddhirala,Maddhirala,director,1,BJGA
maddineni-ramesh,Maddineni Ramesh,director,2,"AUOL, BFNM"
madhala-koteswara-rao,Madhala Koteswara Rao,director,1,BGNB
madhu,Madhu,director,3,"WRE, BJDH, BFKE"
madhu-mahankali,Madhu Mahankali,director,2,"AUNG, BHBI"
madhu-varma,Madhu Varma,director,1,DBAT
madhubabu,Madhubabu,director,3,"BFVN, XQK, XQO"
madhukar,Madhukar,director,1,EMT
madhumita-sundararaman,Madhumita Sundararaman,director,1,BTZD
madhur-bhandarkar,Madhur Bhandarkar,director,1,BIGQ
madhura-sridhar,Madhura Sridhar,director,3,"AYBX, AYTB, BEKB"
madhuravan,Madhuravan,director,1,BGGD
madhurima-ghosh,Madhurima Ghosh,director,1,BYSK
madhusudan,Madhusudan,director,1,BDIR
madhusudhan,Madhusudhan,director,1,BEGN
magunta-dayakar,Magunta Dayakar,director,2,"BGFU, BDHX"
maha-venkatesh,Maha Venkatesh,director,1,CDXU
mahadev,Mahadev,director,1,AWUG
mahanandi-reddy,Mahanandi Reddy,director,1,BEHO
mahendar-kududula,Mahendar Kududula,director,1,BXZW
mahendra-gali,Mahendra Gali,director,1,BRWP
mahesh,Mahesh,director,2,"SFQ, CUBE"
mahesh-b-umamaheswaram,Mahesh (B. Umamaheswaram),director,1,TFD
mahesh-bhatt,Mahesh Bhatt,director,4,"AINM, BJRP, BFJB, BJZY"
mahesh-chandra,Mahesh Chandra,director,1,AYAO
mahesh-dattani,Mahesh Dattani,director,1,ATJV
mahesh-kanakala,Mahesh Kanakala,director,1,CZKW
mahesh-kathi,Mahesh Kathi,director,1,BDFF
mahesh-kumar,Mahesh Kumar,director,3,"BFSP, BFTG, AUEG"
mahesh-manjrekar,Mahesh Manjrekar,director,1,BGYP
mahesh-p,Mahesh P.,director,1,BQIJ
mahesh-reddy,Mahesh Reddy,director,1,CEUB
mahesh-surapaneni,Mahesh Surapaneni,director,1,CASH
mahesh-surya,Mahesh Surya,director,1,BXHJ
mahesh-upputuri,Mahesh Upputuri,director,3,"BRRI, BGBS, CCGY"
mahesh-vettiyar,Mahesh Vettiyar,director,1,BAQH
maheshbabu,Maheshbabu,director,1,BDHS
maheshh,Maheshh,director,1,BDID
mahi,Mahi,director,1,BGCO
mahi-v-raghav,Mahi V. Raghav,director,2,"BIJI, BQXQ"
mahi-v-raghav,Mahi v Raghav,director,1,BKVG
mahindra,Mahindra,director,1,BKYA
majji-krishna-prasad,Majji Krishna Prasad,director,1,BHWM
major-sundar-rajan,Major Sundar Rajan,director,1,BIJB
malati-rao,Malati Rao,director,1,EDYB
malaysia-vasudevan,Malaysia Vasudevan,director,1,BJZF
malladi-vinayaka,Malladi Vinayaka,director,1,BIZY
mallam-ramesh,Mallam Ramesh,director,1,BFRX
malli,Malli,director,1,ASXC
malli-ankam,Malli Ankam,director,1,BYNI
malli-k-chandra,Malli K. Chandra,director,1,CXJC
mallik-ram,Mallik Ram,director,2,"CBRF, CGIF"
mallikarjuna,Mallikarjuna,director,2,"CPTP, BPKP"
mallikram,Mallikram,director,1,BKOF
mamani,Mamani,director,1,BJOE
mamidi-krishna,Mamidi Krishna,director,1,BGFT
manan-katohora,Manan Katohora,director,1,ASOE
manapuram-apparao,Manapuram Apparao,director,5,"KCP, KVZ, NBU, NQV, PDP"
mandava-gopala-krishna,Mandava Gopala Krishna,director,1,BJGV
mangalapalli-rangarao,Mangalapalli Rangarao,director,1,PSA
mani-bharathi,Mani Bharathi,director,1,BGBL
mani-nagaraj,Mani Nagaraj,director,1,BDZV
mani-ratnam,Mani Ratnam,director,23,"BFKJ, BJWP, BJXE, BHVX, ADSB"
mani-shankar,Mani Shankar,director,1,AEJK
manikanta-varanasi,Manikanta Varanasi,director,1,CCRI
manikyam,Manikyam,director,1,GBZ
manimaran,Manimaran,director,1,BFGH
manish,Manish,director,1,BHNU
manish-jha,Manish Jha,director,1,BKFR
manivannan,Manivannan,director,16,"YYF, AKAR, ZQB, YQP, ZWJ"
manjoor,Manjoor,director,1,BJMW
manju-swaraj,Manju Swaraj,director,1,BEFY
manjula-ghattamaneni,Manjula Ghattamaneni,director,2,"BLAB, CFQP"
manjula-naidu,Manjula Naidu,director,1,ASEP
manmohan,Manmohan,director,2,"BGHA, BJAE"
manne-radhakrishna,Manne Radhakrishna,director,1,AJTR
mannepalli-srinivas,Mannepalli Srinivas,director,1,BJFM
mano-bala,Mano Bala,director,1,AABF
manobala,Manobala,director,6,"BJRI, BHFI, BHYX, BJYE, BHJV"
manohar-chimmani,Manohar Chimmani,director,4,"BETK, BIBV, BSEP, BECP"
manoj,Manoj,director,1,BIQK
manoj-kumar,Manoj Kumar,director,9,"BFLZ, BDUW, BFBP, BHLB, BFMS"
manoj-sri-harsha-divi,Manoj Sri Harsha Divi,director,1,DAUV
manraj,Manraj,director,1,BGTW
mansoor-khan,Mansoor Khan,director,1,BHXC
manu,Manu,director,1,BJBY
manukonda-subbareddy,Manukonda Subbareddy,director,1,BJMH
manusuri,Manusuri,director,1,CEPL
mara,Mara,director,1,BHSZ
marcas-nispel,Marcas Nispel,director,1,BHXO
mardhananda,Mardhananda,director,1,BFCS
mark-foster,Mark Foster,director,1,BJGT
mark-steven-johnson,Mark Steven Johnson,director,2,"BFMT, BDIO"
marshal-ramana,Marshal Ramana,director,1,BBHH
marthand-k-shankar,Marthand K. Shankar,director,2,"AWMZ, BDXV"
martin-campbell,Martin Campbell,director,1,BFTV
marudhuri-raja,Marudhuri Raja,director,1,CRZR
maruduri-raja,Maruduri Raja,director,1,AVNV
maruthi,Maruthi,director,6,"BDQR, AZVY, BDFV, BEBB, BFRN"
maruthi-dasari,Maruthi Dasari,director,5,"CUGG, BSPI, BKWC, CGSS, DACV"
max-and-dania,Max and Dania,director,1,BGXT
maxx-walker-bolton,Maxx Walker-Bolton,director,1,BQIO
mayank-sharma,Mayank Sharma,director,1,CDWW
mc-g,Mc G,director,1,BHNJ
md-nizam,Md. Nizam,director,1,BRWQ
meera-kadhiravan,Meera Kadhiravan,director,1,BFKZ
megoti-sanjeev-kumar,Megoti Sanjeev Kumar,director,4,"BHPD, BFFD, BJHQ, BINO"
meher-ramesh,Meher Ramesh,director,5,"AVVO, AWJH, AZGJ, BBCC, BYSN"
merlapaka-gandhi,Merlapaka Gandhi,director,3,"BDFA, BGXL, CFKD"
michael-arslan,Michael Arslan,director,1,BFQD
michael-e-lemick,Michael E. Lemick,director,1,BHGL
michael-gondri,Michael Gondri,director,1,BITO
midhun-manuel-thomas,Midhun Manuel Thomas,director,1,BKOH
mike-nevel,Mike Nevel,director,1,BJOX
milind-gadagkar,Milind Gadagkar,director,1,BHWS
milind-rau,Milind Rau,director,1,CCOK
mirjapuram-raja,Mirjapuram Raja,director,3,"FMX, GJK, GQT"
mithran-c-jawahar,Mithran C. Jawahar,director,1,BGMV
mitradas,Mitradas,director,1,BETO
mohamad-issack,Mohamad Issack,director,1,BXZN
mohammed-hussain,Mohammed Hussain,director,1,BFLY
mohan,Mohan,director,2,"BFWC, COHB"
mohan-alrk,Mohan Alrk,director,1,BSDX
mohan-bandreddi,Mohan Bandreddi,director,1,CFMQ
mohan-das,Mohan Das,director,1,YQM
mohan-deekshith,Mohan Deekshith,director,1,BSCF
mohan-kanth,Mohan Kanth,director,1,BPGW
mohan-krishna-indraganti,Mohan Krishna Indraganti,director,1,BCUC
mohan-kumar-valasala,Mohan Kumar Valasala,director,1,BRTT
mohan-kupleri,Mohan Kupleri,director,1,BFZY
mohan-mallapalli,Mohan Mallapalli,director,1,BDRV
mohan-naidu,Mohan Naidu,director,1,CBNG
mohan-nimmakayala,Mohan Nimmakayala,director,1,BGJQ
mohan-prasad,Mohan Prasad,director,1,BSER
mohan-rao,Mohan Rao,director,1,GRX
mohan-ravipati,Mohan Ravipati,director,1,CZRL
mohan-srivatsasa,Mohan Srivatsasa,director,1,CFLT
mohan-thomas,Mohan Thomas,director,1,BDZW
mohana-krishna-indraganti,Mohana Krishna Indraganti,director,12,"ATFX, AUOX, AVOO, AYQY, BODL"
mohanjee,Mohanjee,director,1,AAHR
monish-bhupathiraju,Monish Bhupathiraju,director,1,BSNY
mouli,Mouli,director,28,"BEHV, WXE, XYU, ABFJ, ABNC"
mourya,Mourya,director,2,"AQZE, BGVX"
mrinal-sen,Mrinal Sen,director,1,SMC
msg-nikhil,Msg Nikhil,director,1,BZOM
msn-surya,Msn Surya,director,1,CHCS
muddapu-rambabu,Muddapu Rambabu,director,1,BECF
muddasani-raghupathi-reddy,Muddasani Raghupathi Reddy,director,1,BIYC
mukherjee,Mukherjee,director,1,BWB
mukkamala-krishna-murthy,Mukkamala Krishna Murthy,director,2,"GGA, KBR"
mukkamala-ramakrishna,Mukkamala Ramakrishna,director,1,ABHX
mukul-s-anand,Mukul S. Anand,director,1,BGRI
mukund-pandey,Mukund Pandey,director,1,BWZN
mullapudi-suryachandra,Mullapudi Suryachandra,director,1,BJXF
mummadi-nagaraju,Mummadi Nagaraju,director,1,BHIZ
mummy-century,Mummy Century,director,1,BICE
munna-kasi,Munna Kasi,director,1,CYDV
muppalaneni-siva-prasad,Muppalaneni Siva Prasad,director,19,"AIPH, AJWO, APND, BEIA, APVX"
murali-appas,Murali Appas,director,1,BHXB
murali-ganesh,Murali Ganesh,director,1,BFXS
murali-kameti,Murali Kameti,director,1,BUCV
murali-krishna,Murali Krishna,director,2,"BDRI, BIIS"
murali-krishna-mudidani,Murali Krishna Mudidani,director,2,"BGWC, CDTP"
murali-raju,Murali Raju,director,1,BDZY
